NOTE  |Author: AnubiS
NOTE  |Attack: IceBowitchSWiz
NOTE  |*** Support TH12, TH13-14, TH15-17
NOTE  |CC : Log Launcher, Ground, Rage, Freeze
NOTE  |Siege : Wrecker Or Log Launcher
NOTE  |Script works on "External Edges" 
      |                                              				                                                                     			  |
      |----------------------------------------------------------IceBowitchSWiz Starting--------------------------------------------------------------|
      |                                                                					                        		                              |
      |_TROOPNAME_|__FLEXIBLE_|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|___TH15____|
TRAIN |Bowl       |0          |0          |0          |0          |0          |0          |0          |12         |12         |12         |12         |
TRAIN |Witc       |0          |0          |0          |0          |0          |0          |0          |6          |6          |6          |6          |
TRAIN |IceG       |0          |0          |0          |0          |0          |0          |0          |5          |5          |5          |5          |
TRAIN |Arch       |0          |0          |0          |0          |0          |0          |0          |1          |1          |1          |1          |
TRAIN |SWiza      |1          |0          |0          |0          |0          |0          |0          |6          |8          |8          |10         |
      |                                                                                                                    							  |
TRAIN |RSpell     |0          |0          |0          |0          |0          |0          |0          |4          |4          |4          |4          |
TRAIN |JSpell     |0          |0          |0          |0          |0          |0          |0          |1          |1          |1          |1          |
TRAIN |Haspell    |0          |0          |0          |0          |0          |0          |0          |1          |1          |1          |1          |
      |                                                                                                                                  			  |
TRAIN |LogL       |1          |0          |0          |0          |0          |0          |0          |0          |3          |3          |3          |
TRAIN |WallW      |1          |0          |0          |0          |0          |0          |0          |3          |0          |0          |0          |
      |                                                                					                        		                              |
      |_TROOPNAME_|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|___TH15____|
TRAIN |King       |0          |0          |0          |0          |0          |0          |0          |37         |37         |37         |37         |
TRAIN |Queen      |0          |0          |0          |0          |0          |0          |0          |310        |310        |310        |310        |
TRAIN |Prince     |0          |0          |0          |0          |0          |0          |0     	  |39         |39         |39	      |39         |
TRAIN |Warden     |0          |0          |0          |0          |0          |0          |0          |34         |34         |34         |34		  |	
TRAIN |Champion   |0          |0          |0          |0          |0          |0          |0          |313        |313        |313        |313        |
      |                                                                                                                                  			  |
      |_TROOPNAME_|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|	  
WMODE |0	      |0          |0          |0          |0          |0          |0          |0          |0          |0          |0  	      |0       	  |
      |                                                                                                                                  			  |
      |___________|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|
REDLN |0          |0          |0          |0          |0          |0          |0          |0          |4          |4          |4          |4          |
DRPLN |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |
      |                                                                                                                     						  |
      |___________|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|
CCREQ |           |           |           |           |           |           |           |           |           |           |           |           |
CCSPL |RSpell	  |           |           |           |           |           |           |           |1          |1          |1          |1          |
CCSPL |FSpell     |           |           |           |           |           |           |           |0          |1          |1          |1          |
      |                                                                					                        		                              |
      |EXTR. GOLD |EXTR.ELIXIR|EXTR. DARK |DEPO. GOLD |DEPO.ELIXIR|DEPO. DARK |TOWNHALL   |FORCED SIDE|           |           |           |           |
SIDE  |0          |0          |0          |0          |0          |0          |20         |           |           |           |           |           |
      |EAGLE      |INFERNO    |GEMBOX     |GEMBOX     |GEMBOX     |GEMBOX     |GEMBOX     |GEMBOX     |           |           |           |           |
SIDEB |9          |5          |0          |0          |0          |           |           |           |           |           |           |           |
      |                                                                					                        		                              |
      |VECTOR_____|SIDE_______|DROP_POINTS|ADDTILES___|VERSUS_____|RANDOMX_PX_|RANDOMY_PX_|BUILDING___|           |           |           |           |
MAKE  |A          |FRONT-RIGHT|10         |0          |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |B          |FRONT-LEFT |10         |0          |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |C          |FRONT-RIGHT|10         |-8         |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |E          |FRONT-LEFT |10         |-8         |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |F          |FRONT-LEFT |10         |-15        |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |G          |FRONT-RIGHT|10         |-16        |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |H          |FRONT-LEFT |10         |-16        |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |I          |FRONT-RIGHT|10         |-21        |INT-EXT    |1          |1          |           |           |           |           |           |
MAKE  |J          |FRONT-LEFT |10         |-21        |INT-EXT    |1          |1          |           |           |           |           |           |
MAKE  |L          |RIGHT-FRONT|10         |0          |INT-EXT    |3          |0          |           |           |           |           |           |
MAKE  |M          |LEFT-FRONT |10         |0          |INT-EXT    |3          |0          |           |           |           |           |           |
MAKE  |X          |LEFT-FRONT |10         |0          |EXT-INT    |0          |0          |           |           |           |           |           |
MAKE  |Y          |RIGHT-FRONT|10         |0          |EXT-INT    |0          |0          |           |           |           |           |           |
MAKE  |N          |FRONT-RIGHT|1          |0          |IGNORE     |0          |0          |TOWNHALL   |           |           |           |           |
MAKE  |O          |FRONT-LEFT |1          |0          |IGNORE     |0          |0          |TOWNHALL   |           |           |           |           |
MAKE  |P          |RIGHT-FRONT|1          |0          |IGNORE     |0          |0          |TOWNHALL   |           |           |           |           |
MAKE  |Q          |LEFT-FRONT |1          |0          |IGNORE     |0          |0          |TOWNHALL   |           |           |           |           |
MAKE  |R          |FRONT-RIGHT|1          |0          |IGNORE     |0          |0          |INFERNO    |           |           |           |           |
MAKE  |S          |FRONT-LEFT |1          |0          |IGNORE     |0          |0          |INFERNO    |           |           |           |           |
MAKE  |T          |RIGHT-FRONT|1          |0          |IGNORE     |0          |0          |INFERNO    |           |           |           |           |
MAKE  |U          |LEFT-FRONT |1          |0          |IGNORE     |0          |0          |INFERNO    |           |           |           |           |
MAKE  |W          |BACK-LEFT  |1          |0          |IGNORE     |0          |0          |SCATTER    |           |           |           |           |
MAKE  |Z          |BACK-RIGHT |1          |0          |IGNORE     |0          |0          |SCATTER    |           |           |           |           |
      |                                                                					                        		                              |
      |VECTOR_____|INDEX__________|QTY_X_VECT_|TROOPNAME__|DELAY_DROP_|DELAYCHANGE|SLEEPAFTER_|_______|           |           |           |           |
DROP  |X          |4         	  |1          |IceG       |50-70      |37-50      |750-900    |       |           |           |           |           |
DROP  |X          |2,4,5          |3          |SWiza      |50-70      |137-250    |400-450    |       |           |           |           |           |
DROP  |Y          |4              |1          |IceG       |50-70      |37-50      |750-900    |       |           |           |           |           |
DROP  |Y          |2,4,5	      |3          |SWiza      |50-70      |137-250    |400-450    |       |           |           |           |           |
WAIT  |6300-7400  |               |           |           |           |           |           |       |	          |           |           |           |
DROP  |A          |6,1            |2          |IceG       |50-70      |127-250    |250-320    |       |           |           |           |           |
DROP  |B          |4,5            |2          |IceG       |50-70      |127-250    |100-120    |       |           |           |           |           |
WAIT  |600-750    |               |           |           |           |           |           |       |           |           |           |           |
DROP  |A          |1              |1          |WallW      |50-70      |27-50      |120-150    |       |           |           |           |           |
DROP  |A          |1              |1          |LogL       |50-70      |27-50      |120-150    |       |           |           |           |           |
DROP  |A          |1              |1          |SiegeB     |50-70      |27-50      |120-150    |       |           |           |           |           |
DROP  |A          |1              |1          |StoneS     |50-70      |27-50      |120-150    |       |           |           |           |           |
DROP  |A          |1              |1          |BattleB    |50-70      |27-50      |120-150    |       |           |           |           |           |
WAIT  |400-550    |               |           |           |           |           |           |       |           |           |           |           |
DROP  |A          |5,3,2          |3          |Witc       |50-100     |150-200    |0	      |       |           |           |           |           |
