NOTE  |Author: AnubiS
NOTE  |Attack: SGiantSwitc
NOTE  |*** Support TH12, TH13-14, TH15-17
NOTE  |CC : Log Launcher, Wall Wrecker Ground, Rage/Freeze
NOTE  |Siege : Log Launcher or Wall Wrecker
NOTE  |Script works on "External Edges" 
      |                                              				                                                                     			  |
      |-----------------------------------------------------SGiants SWitches Starting-----------------------------------------------------------------|
      |                                              				                                                                     			  |
      |_TROOPNAME_|__FLEXIBLE_|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|___TH15____|
TRAIN |SGiant     |0          |0          |0          |0          |0          |0          |0          |10         |12         |12         |14         |
TRAIN |BabyD      |0          |0          |0          |0          |0          |0          |0          |2          |2          |2          |2          |
TRAIN |SWitc      |0          |0          |0          |0          |0          |0          |0          |4          |4          |4          |4          |
      |                                              				                                                                     			  | 
TRAIN |RSpell     |0          |0          |0          |0          |0          |0          |0          |3          |3          |3          |3          |
TRAIN |SkSpell    |0          |0          |0          |0          |0          |0          |0          |5          |5          |5          |5          |
      |                                              				                                                                     			  |
TRAIN |LogL       |0          |0          |0          |0          |0          |0          |0          |0          |3          |3          |3          |
TRAIN |WallW      |0          |0          |0          |0          |0          |0          |0          |3          |0          |0          |0          |
      |                                                                					                        		                              |
      |_TROOPNAME_|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|___TH15____|
TRAIN |King       |0          |0          |0          |0          |0          |0          |0          |1          |1          |1          |1          |
TRAIN |Queen      |0          |0          |0          |0          |0          |0          |0          |312        |312        |312        |312        |
TRAIN |Prince     |0          |0          |0          |0          |0          |0          |0          |310        |310        |310        |310        |
TRAIN |Warden     |0          |0          |0          |0          |0          |0          |0          |36         |36         |36         |36         |
TRAIN |Champion   |0          |0          |0          |0          |0          |0          |0          |0          |1          |1          |1          |
      |                                                                                                                                  			  |
      |_TROOPNAME_|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|	  
WMODE |0	      |0          |0          |0          |0          |0          |0          |0          |0          |0          |0  	      |0       	  |
      |                                                                                                                                  			  |
      |___________|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|
REDLN |0          |0          |0          |0          |0          |0          |0          |0          |4          |4          |4          |4          |
DRPLN |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |
      |                                                                                                                     						  |
      |___________|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|
CCREQ |           |           |           |           |           |           |           |           |           |           |           |           |
CCSPL |RSpell     |           |           |           |           |           |           |           |1          |1          |1          |1          |
CCSPL |FSpell     |           |           |           |           |           |           |           |0          |1          |1          |1          |
      |                                                                					                        		                              |
      |EXTR. GOLD |EXTR.ELIXIR|EXTR. DARK |DEPO. GOLD |DEPO.ELIXIR|DEPO. DARK |TOWNHALL   |FORCED SIDE|___________|___________|___________|___________|
SIDE  |0          |0          |0          |0          |0          |0          |20         |           |           |           |           |           |
      |EAGLE      |INFERNO    |XBOW       |WIZTOWER   |MORTAR     |AIRDEFENSE |GEMBOX     |GEMBOX     |           |           |           |           |
SIDEB |0          |0          |0          |0          |0          |0          |0          |           |           |           |           |           |
      |                                                                                                                      					      |
      |VECTOR_____|SIDE_______|DROP_POINTS|ADDTILES___|VERSUS_____|RANDOMX_PX_|RANDOMY_PX_|BUILDING___|___________|___________|___________|___________|
MAKE  |Q          |FRONT-LEFT |10         |0          |EXT-INT    |0          |0          |           |           |           |           |           |
MAKE  |R          |FRONT-RIGHT|10         |0          |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |A          |FRONT-LEFT |10         |-8         |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |O          |FRONT-RIGHT|10         |-8         |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |Z          |FRONT-RIGHT|10         |-10        |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |Y          |FRONT-LEFT |10         |-22        |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |M          |FRONT-LEFT |10         |0          |INT-EXT    |0          |0          |           |           |           |           |           |
