NOTE  |Author: AnubiS
NOTE  |Attack: ElectroLoonsRiders
NOTE  |*** Support TH12, TH13-14, TH15-17
NOTE  |CC : 1 Rage 1 Freeze and Balloons
NOTE  |Siege : Stone Slammers
NOTE  |Script works on "EXTERNAL EDGES"
      |                                              				                                                                     			  |
      |-------------------------------------------------------ElectroLoonsRiders Start----------------------------------------------------------------|
      |                                              				                                                                     			  |
      |_TROOPNAME_|__FLEXIBLE_|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|
TRAIN |EDrag      |0          |0          |0          |0          |0          |0          |0          |6          |6          |6          |6          |
TRAIN |Ball       |1          |0          |0          |0          |0          |0          |0          |10         |14         |14         |18         |
TRAIN |RDrag      |0          |0          |0          |0          |0          |0          |0          |2          |2          |2          |2          |
      |                                                                                                                    							  |
TRAIN |RSpell     |0          |0          |0          |0          |0          |0          |0          |4          |4          |4          |4          |
TRAIN |FSpell     |0          |0          |0          |0          |0          |0          |0          |3          |3          |3          |3          |
      |                                                                                                                                  			  |
TRAIN |StoneS     |0          |0          |0          |0          |0          |0          |0          |3          |3          |3          |3          |
      |                                                                                                                                  			  |
      |_TROOPNAME_|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|
TRAIN |King       |0          |0          |0          |0          |0          |0          |0          |1          |1          |1          |1          |
TRAIN |Queen      |0          |0          |0          |0          |0          |0          |0          |1          |1          |1          |1          |
TRAIN |Prince     |0          |0          |0          |0          |0          |0          |0          |39         |39         |39         |39         |
TRAIN |Warden     |0          |0          |0          |0          |0          |0          |0          |316        |316        |316        |316        |
TRAIN |Champion   |0          |0          |0          |0          |0          |0          |0          |0          |1          |1          |1          |
      |                                                                                                                                  			  |
      |_TROOPNAME_|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|	  
WMODE |0	      |0          |0          |0          |0          |0          |0          |0          |1          |1          |1  	      |1       	  |
      |                                                                                                                                  			  |
      |___________|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH14___|
REDLN |0          |0          |0          |0          |0          |0          |0          |0          |4          |4          |4          |4          |
DRPLN |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |0          |
      |                                                                                                                                  			  |
      |___________|___________|____TH06___|____TH07___|____TH08___|____TH09___|____TH10___|____TH11___|____TH12___|____TH13___|____TH14___|____TH15___|
CCREQ |           |           |           |           |           |           |           |           |           |           |           |           |
CCSPL |RSpell	  |           |           |           |           |           |           |           |1          |1          |1          |1          |
CCSPL |FSpell     |           |           |           |           |           |           |           |0          |1          |1          |1          |
      |                                                                                                                                 			  |
      |EXTR. GOLD |EXTR.ELIXIR|EXTR. DARK |DEPO. GOLD |DEPO.ELIXIR|DEPO. DARK |TOWNHALL   |FORCED SIDE|___________|___________|___________|___________|
SIDE  |0          |0          |0          |0          |0          |0          |20         |           |           |           |           |           |
      |EAGLE      |INFERNO    |XBOW       |WIZTOWER   |MORTAR     |AIRDEFENSE |GEMBOX     |GEMBOX     |           |           |           |           |
SIDEB |9          |5          |0          |0          |0          |0          |0          |           |           |           |           |           |
      |                                                                                                                     						  |
      |VECTOR_____|SIDE_______|DROP_POINTS|ADDTILES___|VERSUS_____|RANDOMX_PX_|RANDOMY_PX_|BUILDING___|___________|___________|___________|___________|
MAKE  |Q          |FRONT-LEFT |10         |0          |EXT-INT    |0          |0          |           |           |           |           |           |
MAKE  |R          |FRONT-RIGHT|10         |0          |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |M          |LEFT-BACK  |10         |0          |EXT-INT    |0          |0          |  		  |           |           |           |           |
MAKE  |N          |RIGHT-BACK |10         |0          |EXT-INT    |0          |0          |    		  |           |           |           |           |
MAKE  |S          |FRONT-LEFT |10         |-7         |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |T          |FRONT-RIGHT|10         |-8         |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |U          |FRONT-LEFT |10         |-16        |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |V          |FRONT-RIGHT|10         |-16        |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |X          |FRONT-RIGHT|10         |-23        |INT-EXT    |0          |0          |           |           |           |           |           |
MAKE  |C          |LEFT-FRONT |10         |0          |EXT-INT    |0          |0          |           |           |           |           |           |
MAKE  |D          |RIGHT-FRONT|10         |0          |EXT-INT    |0          |0          |           |           |           |           |           |
MAKE  |W          |LEFT-FRONT |1          |0          |IGNORE     |0          |0          |INFERNO    |           |           |           |           |
MAKE  |B          |RIGHT-FRONT|1          |0          |IGNORE     |0          |0          |EAGLE      |           |           |           |           |
MAKE  |K          |FRONT-RIGHT|1          |0          |IGNORE     |0          |0          |INFERNO    |           |           |           |           |
MAKE  |P          |FRONT-LEFT |1          |0          |IGNORE     |0          |0          |TOWNHALL   |           |           |           |           |
MAKE  |A          |FRONT-RIGHT|1          |0          |IGNORE     |0          |0          |TOWNHALL   |           |           |           |           |
MAKE  |Z          |FRONT-RIGHT|1          |0          |IGNORE     |0          |0          |INFERNO    |           |           |           |           |
